# logrho energy radius_cm pressure temperature
-7.023 -9.824 8970622693251.002 373938.3436431516 31074.20310388586
-7.0072 -9.858 8800808893070.316 400128.97354069864 32047.931228494
-6.9921 -9.889 8640176027683.768 426677.75367496297 32991.34337888642
-6.9793 -9.914 8503987056935.715 450609.14357309794 33806.483620598156
-6.963 -9.943 8331488333551.095 482502.9800597104 34849.77672404488
-6.9437 -9.974 8132472259047.415 522636.8167369371 36091.09012120154
-6.9295 -9.995 7987715544063.579 553987.5439385942 36991.33456703487
-6.9098 -10.021 7793321461297.826 599238.9025834777 38203.22268844105
-6.8905 -10.042 7608912511119.796 645951.6322696259 39355.007545577726
-6.8805 -10.053 7514889352528.901 670965.206461878 39920.87024388083
-6.866 -10.067 7382825277867.809 708271.8805467454 40719.27154442865
-6.8529 -10.079 7268128391554.398 743019.1378967022 41399.96748197304
-6.8402 -10.09 7158509250699.848 777499.2880159734 42043.61010817494
-6.8222 -10.105 7008459863197.969 828514.2834779591 42904.21892388857
-6.7996 -10.123 6826885052949.316 895570.9546432736 43933.92456444767
-6.7766 -10.141 6648483427208.899 967832.0504881605 44936.57830540855
-6.7565 -10.156 6497145467976.389 1034903.8438261165 45772.01167050861
-6.7371 -10.172 6356566437714.722 1103062.1940666502 46558.60935229591
-6.7173 -10.187 6214734652590.256 1176792.7930277213 47358.72481253356
-6.6997 -10.201 6092879520094.232 1246522.1497763987 48072.864384396955
-6.6842 -10.214 5985805355978.7 1310690.042366076 48685.54096577117
-6.6681 -10.227 5877905377471.796 1381020.101444547 49340.0971187958
-6.6497 -10.242 5756023926323.821 1465885.3346709863 50095.6481513398
-6.632 -10.257 5639266131137.343 1553102.0752328474 50839.351252448556
-6.6135 -10.272 5521061572156.777 1649681.1044727284 51641.63692720711
-6.5875 -10.294 5355778290500.582 1796387.3990638931 52808.034077772354
-6.5632 -10.315 5205022252192.978 1946704.353001429 53963.48637300687
-6.5404 -10.335 5064336917944.674 2101357.7690467467 55131.524273958785
-6.5238 -10.35 4961609615176.432 2223309.8906514053 56027.33947937972
-6.5042 -10.369 4843090566802.364 2377935.1141013517 57161.02396416143
-6.4756 -10.395 4670061399948.376 2627846.540838493 58979.35244900739
-6.4604 -10.409 4578493379354.271 2772681.597612393 60020.554038719696
-6.4452 -10.424 4486654118232.915 2928869.3550290186 61122.34388984113
-6.424 -10.444 4359358550333.635 3165920.463432236 62805.8358813318
-6.406 -10.462 4251308200867.524 3384542.7186630894 64342.80649922968
-6.3863 -10.481 4134496137285.0537 3645020.7083030436 66130.22494817672
-6.3644 -10.502 4005185087789.8735 3963692.9115081 68265.29950876831
-6.3431 -10.523 3881705567757.7495 4303283.913057769 70469.30689671467
-6.3233 -10.542 3767233943421.209 4647292.41676204 72644.04185924765
-6.3008 -10.563 3640177747812.263 5075747.390289013 75231.54831868723
-6.2763 -10.579 3505278995999.2817 5587274.389940206 78180.78017635857
-6.2538 -10.621 3380824216446.7954 6117866.558211328 81114.78100379359
-6.2318 -10.641 3265296257191.888 6672675.421386397 84042.70070999398
-6.2116 -10.66 3160986132214.358 7229362.466614439 86816.04556119947
-6.1933 -10.676 3069181632613.9805 7771413.187936803 89392.2770479138
-6.1742 -10.693 2976614482957.4834 8379150.674384088 92150.98887349578
-6.161 -10.705 2913550771616.2183 8824701.010756554 94080.58300365883
-6.1474 -10.717 2849853863177.153 9311078.75467831 96116.95415159313
-6.1339 -10.729 2787549515384.0933 9819740.248654868 98197.40248654869
-6.1199 -10.741 2724724460457.6704 10375284.158180127 100369.09309200966
-6.0952 -10.762 2617113697770.238 11423521.410363026 104279.75448505068
-6.0816 -10.773 2559308213943.876 12050359.403717985 106487.83561269638
-6.0675 -10.785 2501051246563.8926 12732098.798529647 108842.87379435952
-6.0452 -10.804 2411140902805.9717 13889928.174968516 112615.9746907865
-6.0302 -10.816 2352461857259.801 14723125.024327194 115212.60598258063
-6.0146 -10.829 2293097867863.4507 15642277.998091001 117950.55805840052
-5.99 -10.849 2202026750436.9697 17206795.610302996 122405.23724999094
-5.9771 -10.859 2155870106142.1357 18088393.616437547 124795.80878702829
-5.9638 -10.87 2109223447177.0 19041449.26840382 127291.67461935601
-5.9484 -10.882 2055997539191.9924 20216222.090889234 130256.67861366888
-5.9323 -10.895 2002269770134.0264 21507998.62298119 133382.85221740993
-5.9158 -10.908 1949048250076.8315 22919228.792654607 136646.96807404657
-5.8985 -10.921 1894622063580.16 24490632.41844747 140119.95849400054
-5.8743 -10.94 1820633755515.0063 26878188.786381356 145144.30494302622
-5.8616 -10.949 1783292530623.9785 28222793.62118104 147842.7390400671
-5.8484 -10.959 1745109129474.8884 29675633.58073532 150660.7066186742
-5.8361 -10.969 1710498077972.785 31102836.686851423 153355.72729958166
-5.8234 -10.978 1675415737435.17 32651264.120195676 156134.9037969651
-5.8103 -10.988 1639919728446.7156 34332070.84260957 159074.29237502193
-5.7967 -10.998 1603698010827.025 36157633.63610974 162181.009735893
-5.7744 -11.015 1546758782128.2434 39355007.54557773 167340.0906839314
-5.7508 -11.032 1488410038791.3848 43052661.0491711 172981.63592151031
-5.737 -11.042 1455534790575.1326 45362815.31692419 176319.35968238316
-5.7226 -11.052 1422402773746.1406 47896083.24977883 179845.67574769404
-5.7078 -11.063 1388745262819.7073 50664061.24332974 183569.27808988173
-5.6923 -11.074 1354635929957.288 53703179.63702533 187499.45080674172
-5.6748 -11.087 1316808406828.4783 57385213.26746189 192043.67139433546
-5.6564 -11.1 1278858783083.8743 61489363.851262674 196879.274353661
-5.6371 -11.113 1240002584984.455 66114999.65410445 202069.14319922592
-5.6168 -11.127 1200390612769.8958 71367420.51224749 207634.7312093385
-5.6026 -11.137 1173876991978.0652 75248873.01735844 211592.36852409455
-5.5879 -11.147 1146892177295.6785 79506017.50844204 215774.44091526646
-5.5726 -11.157 1119496114327.5298 84178270.7660813 220191.22114844798
-5.5568 -11.168 1091748466369.1425 89330548.37332945 224801.91163625979
-5.5362 -11.182 1057115864592.4197 96449504.31350744 230940.44589192714
-5.5145 -11.197 1021698111229.5181 104544213.56941469 237519.8990470028
-5.4916 -11.212 985876672322.8741 113841340.23961335 244680.86096956182
-5.4672 -11.228 949341771625.2858 124594823.72707458 252406.18923028157
-5.4523 -11.238 927518521018.4321 131704313.81998418 257276.42953467797
-5.4367 -11.248 905571175771.4672 139508285.03573704 262421.8543384439
-5.4205 -11.259 883329207073.5609 148115326.41485527 267855.1494532334
-5.4037 -11.27 860840300685.3118 157615890.49638358 273589.8617722311
-5.3861 -11.281 837958654059.8931 168151211.23767152 279640.45493982034
-5.3677 -11.293 814746663265.0238 179887091.5128791 286088.23606272077
-5.3485 -11.305 791448372777.4707 193063422.1416201 293021.84598312766
-5.3284 -11.318 767578126979.7703 207873917.1878712 300400.0495724225
-5.3124 -11.328 749415360657.4912 220394118.18101066 306266.8558003772
-5.2959 -11.338 731008775466.356 234153147.5169306 312535.96436133434
-5.2786 -11.349 712397834280.6621 249344618.80978352 319153.7855100758
-5.2607 -11.36 693461876603.3245 266256365.85129726 326136.9459408789
-5.2419 -11.371 674407809244.652 285101826.75039095 333579.99666204816
-5.2223 -11.383 654971783108.6257 306196343.3690682 341507.3066688276
-5.2018 -11.396 635510295269.8918 329989407.9108345 349945.1670283569
-5.1802 -11.409 615633990995.4115 356861749.28348136 359004.5889901997
-5.1607 -11.421 598304942536.7433 382912902.12080956 367282.300498085
-5.1404 -11.433 580794627693.9431 412287340.72288644 376183.72279132844
-5.119 -11.446 563018402932.2562 445348506.26985765 385655.9178913931
-5.0966 -11.459 544907255372.4946 482947586.4447704 395822.0648357226
-5.073 -11.473 526771888498.7292 525896160.38246125 406724.1872642604
-5.0481 -11.487 508185875971.4596 575174998.4619448 418504.3726669269
-5.0351 -11.495 498910438406.78937 602559586.0743569 424717.34747143876
-5.0218 -11.502 489466068668.73193 632120682.0052692 431221.096940127
-5.008 -11.51 479979391175.73425 664048805.7745745 438026.1111703602
-4.9939 -11.519 470459876809.9303 698714892.5611271 445040.9766495368
-4.9676 -11.533 453234113629.8324 767714953.7690269 458458.46924932586
-4.9538 -11.541 444552022602.9865 806491881.5950962 465586.0935229591
-4.9397 -11.549 435735145371.7579 848203382.4524035 473042.3243999551
-4.9251 -11.557 426994804285.7579 893511198.6052202 480728.64384396956
-4.9101 -11.565 418044573643.3514 942757508.527414 488764.8886615807
-4.8946 -11.574 409093510719.2898 996322641.9544181 497278.8632333997
-4.8785 -11.583 400057660141.80005 1054872571.3234353 506174.1940112129
-4.862 -11.592 391041266232.585 1118922481.955243 515465.9707832393
-4.8448 -11.601 381876198428.53766 1189049678.9850998 525170.1096404131
-4.8265 -11.611 372325336358.7329 1269112144.4451916 535796.6575133418
-4.8075 -11.621 362762670664.26074 1357375480.8982055 546890.0223137939
-4.781 -11.636 349802243473.19806 1491076755.4527197 562859.4992827296
-4.7531 -11.65 336761620374.61365 1645886943.2193036 580096.1725227034
-4.7318 -11.661 327207003374.3729 1774598050.151721 593335.0443800039
-4.7097 -11.673 317484546192.0262 1918668740.6702871 607575.1461057412
-4.6956 -11.68 311546294753.0337 2016043970.6643662 616736.994454326
-4.6812 -11.687 305578356310.6693 2121289781.8830616 626181.1646156897
-4.6664 -11.695 299586742319.4535 2234601057.731221 636062.8048372598
-4.6512 -11.703 293509789209.4515 2357762195.961257 646397.9939995345
-4.6341 -11.711 286894743081.3881 2503802103.75374 658112.2882388993
-4.6164 -11.72 280235138664.9973 2664403527.724892 670501.880162841
-4.5984 -11.729 273604093355.13275 2837919028.441552 683124.7179792934
-4.5798 -11.738 267006965144.6456 3029005068.166211 696626.5141107687
-4.565 -11.745 261831920072.36777 3190068435.9752116 707294.0424045753
-4.5493 -11.753 256461743571.2151 3370543992.934826 718952.171866639
-4.5331 -11.761 251086053438.97653 3566974462.097343 731139.0834834173
-4.5176 -11.768 246049558741.90106 3765303604.122774 742848.0711131751
-4.5017 -11.776 240947592080.6615 3980155135.426724 755266.1140948063
-4.475 -11.789 232714042561.86447 4370186790.706128 776247.1166286912
-4.4529 -11.8 226163538561.83896 4718456982.481569 793779.7216901173
-4.4272 -11.812 218737170787.82333 5161786054.9667225 814891.8982138517
-4.4092 -11.82 213758104900.42902 5494143519.621421 830041.8697157014
-4.387 -11.831 207741178264.74524 5936083481.913708 848984.9665156191
-4.3585 -11.844 200273086286.97382 6553902858.334768 873775.7751180195
-4.3329 -11.856 193830711758.71405 7163083273.130367 896396.1859499493
-4.3116 -11.865 188678576283.54468 7710809965.858578 915798.6521327518
-4.2953 -11.873 184808775930.90326 8160184910.197359 930893.5046377284
-4.2733 -11.883 179772223716.40536 8804404761.64674 951480.736351758
-4.2549 -11.891 175639661126.64603 9384259312.370186 969170.0839472904
-4.2359 -11.9 171483599339.78946 10020744753.36478 987643.0227771067
-4.2093 -11.911 165852716996.82947 10984998450.583776 1013911.3857366799
-4.1845 -11.922 160776507551.88657 11967405313.072418 1039202.0624802018
-4.1604 -11.933 156035203078.02567 13004689876.11645 1064143.0182243164
-4.1348 -11.944 151155025373.59988 14203651240.480122 1091189.0519552024
-4.1069 -11.955 146023445125.8937 15638676645.114119 1121501.8646668652
-4.0906 -11.962 143127336857.1302 16534840121.711552 1139462.402896569
-4.074 -11.969 140224077159.76752 17510558574.78776 1157977.1775189396
-4.0579 -11.975 137474639821.4711 18505464897.94711 1176250.9846847232
-4.0386 -11.983 134252564546.80852 19774249066.065998 1198671.0045021877
-4.0187 -11.991 131015473427.15045 21173858184.863983 1222081.0223250575
-3.9996 -11.999 128003719814.87517 22609970723.50473 1244801.2048446748
-3.9799 -12.007 124974840317.58151 24182433379.304077 1268527.831257573
-3.9545 -12.017 121177668012.82306 26387606553.13271 1300169.5780332899
-3.9347 -12.025 118310309511.7989 28235793691.10294 1325256.6739590983
-3.9143 -12.033 115404459291.29117 30283076942.65775 1351450.0541175588
-3.8917 -12.041 112311076641.8462 32711465401.826603 1381020.101444547
-3.8683 -12.05 109199987968.74554 35432353487.83849 1412212.333276176
-3.8529 -12.056 107206863566.12299 37350807894.30625 1433177.5614035502
-3.8372 -12.062 105201659472.01146 39409416073.2285 1454788.9712157098
-3.8146 -12.07 102405336861.96425 42569642207.31739 1486277.8310073365
-3.7913 -12.078 99591572685.03088 46089288098.0896 1519497.5354068954
-3.7717 -12.085 97302184485.75761 49271978321.16145 1548103.5267089335
-3.7515 -12.092 94999778023.99988 52783720678.15769 1577974.5699434453
-3.7311 -12.099 92709148129.15155 56597858624.269714 1608792.377888798
-3.71 -12.106 90432094678.39276 60799498913.99812 1640967.576449624
-3.6919 -12.112 88516165172.76266 64669573982.980896 1669167.8072110582
-3.6733 -12.118 86600936904.62538 68881088265.26819 1698634.7325366177
-3.649 -12.125 84163268006.9743 74816950051.11552 1737800.8287493763
-3.6299 -12.131 82304312306.38863 79817845349.11536 1769293.9806872783
-3.6103 -12.137 80449359448.04709 85290370307.0565 1801772.6904025187
-3.589 -12.143 78473421849.23198 91685361146.1925 1838230.6368835315
-3.5669 -12.149 76475546737.89082 98832549809.90262 1876290.1558379005
-3.5442 -12.154 74477071333.42612 106733315426.18375 1916461.0627353853
-3.5235 -12.159 72714762591.87912 114498553469.01883 1953439.656398256
-3.5022 -12.165 70945130273.40187 123055208328.1887 1992507.6614963985
-3.4803 -12.169 69186695854.56444 132495155746.20943 2033293.1614677089
-3.4629 -12.173 67798891068.08961 140540016438.7624 2066331.5175644818
-3.4451 -12.176 66423627667.77672 149279440957.89944 2100873.969240991
-3.4271 -12.179 65076260732.884476 158598837611.22827 2135993.860189796
-3.4088 -12.182 63712198367.11642 168771845742.48035 2172200.953521927
-3.3882 -12.185 62233265595.234825 180883936164.37582 2213604.3521669284
-3.3672 -12.188 60760675091.74283 194177989440.97464 2257355.7110214476
-3.348 -12.19 59432307247.352165 207204889775.9003 2297206.3071583547
-3.3382 -12.189 58779053774.71797 214141085587.8584 2317928.3112437055
-3.3179 -12.199 57441079161.217545 229350663044.7591 2361565.523917716
-3.2998 -12.203 56275918306.80824 243724955630.39276 2401043.343569321
-3.2923 -12.196 55785661918.77875 250034536169.64294 2417686.580925773
-3.2893 -12.197 55606119735.11525 252522453344.76898 2424376.1335250754
-3.2863 -12.196 55414394290.2521 255093856796.84268 2431084.195601302
-3.2833 -12.194 55223329899.35896 257691444517.38632 2437810.81836875
-3.2803 -12.191 55032924283.17471 260315483137.41815 2444556.0531834275
-3.2773 -12.191 54855804732.03316 262966242003.02243 2451319.951543426
-3.2743 -12.19 54666666313.17432 265643993203.0007 2458102.5650893436
-3.2723 -12.19 54540936469.62024 267423765708.89865 2462067.7530212197
-3.2703 -12.182 54415495796.68194 269215462407.52853 2466607.2291544694
-3.2683 -12.151 54302845882.1987 271019163189.08417 2471155.0750182187
-3.2664 -12.091 54177952802.415924 272834948479.012 2475711.3060442894
-3.2538 11.813 53422301066.8051 284511614423.3282 2503802.10375374
-3.2423 12.376 52750015370.93982 295460888847.93353 2528715.671105163
